qid,ql_ndcg,bm25_ndcg,cos_sim_ndcg,bm25Okapi,bm25_impl_one
1008421,1.0,1.0,1.0,1.0,1.0
1008976,1.0,1.0,1.0,1.0,1.0
1009416,1.0,1.0,1.0,1.0,1.0
748010,1.0,1.0,1.0,1.0,1.0
748275,,,,,
486512,0.1999999999999993,0.25,0.23540891336663794,0.2702381544273198,0.25
486875,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1011286,0.4306765580733929,0.4306765580733929,0.5,0.4306765580733929,0.4306765580733929
749423,0.16730017881017467,0.1529248683028328,0.1965616322328234,0.15686177485943986,0.1529248683028328
1011848,1.0,1.0,0.3010299956639808,1.0,1.0
1012086,1.0,1.0,1.0,1.0,1.0
1012870,1.0,1.0,1.0,1.0,1.0
37952,0.2626495350371938,0.3333333333333335,0.2626495350371938,0.3333333333333335,0.3333333333333335
228544,1.0,1.0,1.0,1.0,1.0
229961,1.0,1.0,0.5,1.0,1.0
1016650,1.0,1.0,1.0,1.0,1.0
230419,0.1536618862898642,0.15957141566993727,0.16370565544521476,0.1590988078692952,0.15957141566993727
1017534,0.371529997171282,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
1018087,1.0,1.0,1.0,1.0,1.0
1018525,0.4306765580733929,0.4306765580733929,0.6309297535714573,0.4306765580733929,0.4306765580733929
1019290,0.1879018247091082,0.5,0.21274605355336274,0.38685280723454163,0.5
1019910,1.0,1.0,1.0,1.0,1.0
757936,1.0,1.0,1.0,1.0,1.0
1020174,1.0,1.0,0.2446505421182259,1.0,1.0
38999,0.35620718710802235,0.35620718710802235,0.3010299956639808,0.3010299956639808,0.35620718710802235
497548,1.0,1.0,1.0,1.0,1.0
1021990,1.0,1.0,1.0,1.0,1.0
1044149,1.0,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
760046,0.6309297535714573,0.6309297535714573,1.0,0.6309297535714573,0.6309297535714573
1022850,1.0,1.0,1.0,1.0,1.0
1023139,1.0,1.0,0.21274605355336274,1.0,1.0
761096,1.0,0.6309297535714573,0.1934264036172717,0.6309297535714573,0.6309297535714573
236828,0.5,1.0,0.3010299956639808,1.0,1.0
499434,0.0,0.0,0.0,0.0,0.0
499948,0.0,0.0,0.0,0.0,0.0
762767,,,,,
763100,1.0,1.0,1.0,1.0,1.0
1025453,0.5,1.0,0.6309297535714573,1.0,1.0
1088614,0.5,0.5,1.0,0.5,0.5
765062,,,,,
1027303,1.0,1.0,0.6309297535714573,1.0,1.0
1027426,1.0,1.0,1.0,1.0,1.0
1027724,1.0,1.0,1.0,1.0,1.0
503530,1.0,1.0,1.0,1.0,1.0
957894,1.0,1.0,1.0,1.0,1.0
1029599,1.0,1.0,1.0,1.0,1.0
767489,0.5,0.5,0.5,0.5,0.5
1029654,,,,,
1029767,,,,,
243651,0.3010299956639808,0.3154648767857289,0.38685280723454163,0.3154648767857289,0.3154648767857289
1031091,0.6309297535714573,0.6309297535714573,0.4306765580733929,0.5,0.6309297535714573
565121,0.6309297535714573,1.0,1.0,1.0,1.0
390483,0.4306765580733929,0.5,0.5,0.5,0.5
382395,0.10074255259116324,0.10072751417521479,0.09998592003880447,0.10072751417521479,0.10072751417521479
1010812,1.0,1.0,1.0,1.0,1.0
247382,0.27894294565112965,0.22106472945750344,0.16794877895704197,0.20801459767650954,0.22106472945750344
1002453,0.5,1.0,0.5,1.0,1.0
1034092,1.0,1.0,1.0,1.0,1.0
784047,0.5,0.5,0.5,0.5,0.5
1029551,1.0,1.0,1.0,1.0,1.0
1034404,1.0,1.0,1.0,1.0,1.0
1034469,0.2626495350371938,0.35620718710802235,0.21810429198553116,0.35620718710802235,0.35620718710802235
1034518,1.0,1.0,1.0,1.0,1.0
772454,0.0,0.0,0.0,0.0,0.0
1034996,1.0,1.0,0.27894294565112965,1.0,1.0
1035117,1.0,1.0,1.0,1.0,1.0
248686,0.4306765580733929,0.6309297535714573,0.5,0.5,0.6309297535714573
1035644,1.0,1.0,0.3154648767857289,1.0,1.0
1036950,1.0,1.0,1.0,1.0,1.0
775482,0.6309297535714573,1.0,0.6309297535714573,1.0,1.0
513938,1.0,1.0,0.3010299956639808,1.0,1.0
741217,1.0,1.0,1.0,1.0,1.0
1039602,0.15256487060116086,0.1699916162869144,0.14717968691798688,0.16370565544521476,0.1699916162869144
777792,0.1127942898750817,0.11540285311930946,0.12456548450209226,0.11564144784310551,0.11540285311930946
1012283,1.0,1.0,0.1854490234153694,1.0,1.0
1091017,1.0,1.0,1.0,1.0,1.0
516888,0.3333333333333335,0.28906482631788766,0.3333333333333335,0.3010299956639808,0.28906482631788766
779261,0.3333333333333335,1.0,0.3333333333333335,0.38685280723454163,1.0
1042314,1.0,1.0,1.0,1.0,1.0
780297,0.3912455174719856,0.371529997171282,0.4306765580733929,0.371529997171282,0.371529997171282
257282,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1043750,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573,0.6309297535714573
1043752,1.0,1.0,1.0,1.0,1.0
1043936,1.0,1.0,1.0,1.0,1.0
257524,1.0,1.0,1.0,1.0,1.0
1047835,1.0,1.0,1.0,1.0,1.0
1044499,1.0,1.0,0.5,1.0,1.0
1045061,0.6309297535714573,1.0,0.5,0.6309297535714573,1.0
783521,1.0,1.0,1.0,1.0,1.0
1046042,1.0,1.0,1.0,1.0,1.0
130884,0.0,0.0,0.0,0.0,0.0
1047913,,,,,
1048035,,,,,
1048554,,,,,
